id	word__id	word__text	text	tone	cik_final	cik_initial	ling_final	ling_initial	cik_order	ling_order	cik_annotation	ling_annotation	li_annotate_cik_order	li_annotate_cik	li_annotate_ling_order	li_annotate_ling	comment	note	updated_time	created_time
xgyfrj7w5yy	xc495fnum6c	穋	稑	8	銀	柳	恭	柳	45	45	禾後種先熟	穋同							2025-05-16 17:04:46	2025-05-16 17:04:46
xz2sf6ufm8e	xez9fhauzsa	六	六	8	銀	柳	恭	柳	46	46	數名	陸同數也							2025-05-16 17:04:46	2025-05-16 17:04:46
xquej8ft4ks	xez9fhauzsa	六	陸	8	銀	柳	恭	柳	47	47	數名	同上，旱路，又姓							2025-05-16 17:04:46	2025-05-16 17:04:46
xs9sdj75hf3			𦸐	8	銀	柳	恭	柳	48	48	蔐～，藥名	蔐～，藥名							2025-05-16 17:04:46	2025-05-16 17:04:46
xnzqnkcxxrk	xqf6xbye8x6	熝	熝	8	銀	柳	恭	柳	49	49	煉								2025-05-16 17:04:46	2025-05-16 17:04:46
xjqahjphjek			𤺼	8	銀	柳	恭	柳	50	50	病								2025-05-16 17:04:46	2025-05-16 17:04:46
xycedv9ybhd			𥉶	8	銀	柳	恭	柳	51	51	𥌮～								2025-05-16 17:04:46	2025-05-16 17:04:46
xndy5p5wfrk	xgumnyqydr2	摝	摝	8	銀	柳	恭	柳	52	52	振也								2025-05-16 17:04:46	2025-05-16 17:04:46
x4uejghmqvs	xra53d3uwux	琭	琭	8	銀	柳	恭	柳	53	53	玉名								2025-05-16 17:04:46	2025-05-16 17:04:46
xhsdjpa27r7	xn6m9cxm8zx	恭	恭	1	銀	求	恭	求	54	54	敬也	敬也							2025-05-16 17:04:46	2025-05-16 17:04:46
xn84sn2pyux	xnmh6nnvk9d	供	供	1	銀	求	恭	求	55	55	給也	給也							2025-05-16 17:04:46	2025-05-16 17:04:46
xnnww6vjt4d	xcgecqxpfe4	宮	宮	1	銀	求	恭	求	56	56	室也	室也；五音							2025-05-16 17:04:46	2025-05-16 17:04:46
x7bw4u3ke5m	xu6h52785qd	巾	巾	1	銀	求	恭	求	57	57	～冠6	士冠	6	原作「中」，乃「巾」之誤。石《林》作「巾」。《玉篇》：「巾，几銀切，本以拭物，後人著于頭。」					2025-05-16 17:04:46	2025-05-16 17:04:46
xyx6vnhkepk	xak7rj88kjs	弓	弓	1	銀	求	恭	求	58	58	箭對	箭對							2025-05-16 17:04:46	2025-05-16 17:04:46
xehqduhhq79	x52temetnkg	斤	觔	1	銀	求	恭	求	59	59	兩對	一十六兩							2025-05-16 17:04:46	2025-05-16 17:04:46
xdb78msb3y7	x52temetnkg	斤	斤	1	銀	求	恭	求	60	60	同上	同上斧斤							2025-05-16 17:04:46	2025-05-16 17:04:46
xw6kuty2un5	xm27g6q7e5t	筋	筋	1	銀	求	恭	求	61	61	骨對	骨對							2025-05-16 17:04:46	2025-05-16 17:04:46
x8csshdpgjn	xwt37tmj4vv	根	根	1	銀	求	恭	求	62	62	蒂	蒂也							2025-05-16 17:04:46	2025-05-16 17:04:46
x3dhaaxmm2m	xr8nsdqds2m	跟	跟	1	銀	求	恭	求	63	63	隨後	隨後也；足后踵							2025-05-16 17:04:46	2025-05-16 17:04:46
xum4hwpmuwb	x56qemgzsvc	躬	躬	1	銀	求	恭	求	64	64	屈身	屈身也							2025-05-16 17:04:46	2025-05-16 17:04:46
xabczaw22p5			𧢹	1	銀	求	恭	求	65	65	二十枚7		7	原注「千枚」，乃「二十枚」之誤。石注「二十枚」。《集》：「𧢹，居銀切，⿰角义也。二十枚曰𧢹。」					2025-05-16 17:04:46	2025-05-16 17:04:46
x9n48uy2a67	xhq9n98ceqj	熍	熍	1	銀	求	恭	求	66	66	乾								2025-05-16 17:04:46	2025-05-16 17:04:46
xyfdqenyhxu	xzke27xbzgm	髸	髸	1	銀	求	恭	求	67	67	～鬆								2025-05-16 17:04:46	2025-05-16 17:04:46
xphn7xww6hv	xxfg54t8vtq	龔	龔	2	銀	求	恭	求	68	68	姓	姓也							2025-05-16 17:04:46	2025-05-16 17:04:46
xbhctxv26pq	xm3p3bmqbvg	拱	拱	2	銀	求	恭	求	69	69	揖	揖也							2025-05-16 17:04:46	2025-05-16 17:04:46
xb7e78k3qtv			共	2	銀	求	恭	求	70	70	向也	向也							2025-05-16 17:04:46	2025-05-16 17:04:46
x8eae6w7xnk	xnn6w5rbp8z	栱	栱	2	銀	求	恭	求	71	71	斗8	斗	8	原作「拱」，重出，乃「栱」之誤。《林》作「栱」。原注「手」，乃「斗」之誤。《林》注「斗」。《廣》：「栱，居悚切，《爾雅》云：杙大者謂之栱。」《康》：「栱斗，柱頭斗栱也。」					2025-05-16 17:04:46	2025-05-16 17:04:46
x48b2ab3svq	xbpbu2urpmz	鞏	鞏	2	銀	求	恭	求	72	72	固也	固也							2025-05-16 17:04:46	2025-05-16 17:04:46
xuwm2tbwjjk	xt2k3bnjyfp	珙	珙	2	銀	求	恭	求	73	73	璧也	璧也							2025-05-16 17:04:46	2025-05-16 17:04:46
x9e33hgy5w8			𠦘	2	銀	求	恭	求	74	74	把持								2025-05-16 17:04:46	2025-05-16 17:04:46
xqu7auzbv5u	xfj9qqnn4mt	㤨	㤨	2	銀	求	恭	求	75	75	戰慄								2025-05-16 17:04:46	2025-05-16 17:04:46
xsvavkdehnk	xcm8hb962ew	蛬	蛬	2	銀	求	恭	求	76	76	蟋蟀								2025-05-16 17:04:46	2025-05-16 17:04:46
xzdnhk26rgv	xy6nsftxgkk	供	供	3	銀	求	恭	求	77	77	養	養，又齋～							2025-05-16 17:04:46	2025-05-16 17:04:46
xwyf78yuctr	xwyrxmbn3vx	靳	靳	3	銀	求	恭	求	78	78	固也，吝也	固也，吝也							2025-05-16 17:04:46	2025-05-16 17:04:46
xnxaer7erey			⿱効心	3	銀	求	恭	求	79	79	恭謹9		9	原作「⿱効心」，疑乃「肵」之誤。《集》：「肵，居焮切，敬也。」音合義與注通。					2025-05-16 17:04:46	2025-05-16 17:04:46
xcbf394jeus	xvqpzpdvu4g	菊	菊	4	銀	求	恭	求	80	80	花名	花名，秋芳							2025-05-16 17:04:46	2025-05-16 17:04:46
xkaj7tr26kn	xeewtux5ynr	掬	掬	4	銀	求	恭	求	81	81	兩手捧物	兩手捧物							2025-05-16 17:04:46	2025-05-16 17:04:46
x88dawb7kgk	xnx3actdg38	鞠	鞠	4	銀	求	恭	求	82	82	養也；窮勞	養也～躬，又窮勞							2025-05-16 17:04:46	2025-05-16 17:04:46
x4ajzq5zubf	xcwa6y62k7y	鞫	諊	4	銀	求	恭	求	83	83	窮究罪人	究問罪人							2025-05-16 17:04:46	2025-05-16 17:04:46
xc9avfqggqa	xcwa6y62k7y	鞫	鞫	4	銀	求	恭	求	84	84	窮究罪人	究問罪人							2025-05-16 17:04:46	2025-05-16 17:04:46
x24kxhpxude	xa7sgc5tgkj	躹	躹	4	銀	求	恭	求	85	85	躬，屈身也	身也							2025-05-16 17:04:46	2025-05-16 17:04:46
x6cx5eagtu2			𣔑	4	銀	求	恭	求	86	86	高山行令不滑10	高山行令不滑10	10	原作「𣗬⿰扌輂」，「𣗬」乃「⿰木⿱日犬」之誤。《康》引《海篇》：「⿰木⿱日犬，音菊，山行乘之，即檋字之訛。」原注「禹山行令不滑」。「禹」乃「高」之誤。	10	原作「𣗬⿰扌輂」，「𣗬」乃「⿰木⿱日犬」之誤。《康》引《海篇》：「⿰木⿱日犬，音菊，山行乘之，即檋字之訛。」原注「禹山行令不滑」。「禹」乃「高」之誤。			2025-05-16 17:04:46	2025-05-16 17:04:46
x66v7c8c3xu			檋	4	銀	求	恭	求	87	87	高山行令不滑10	高山行令不滑10	10	原作「𣗬⿰扌輂」，「𣗬」乃「⿰木⿱日犬」之誤。《康》引《海篇》：「⿰木⿱日犬，音菊，山行乘之，即檋字之訛。」原注「禹山行令不滑」。「禹」乃「高」之誤。	10	原作「𣗬⿰扌輂」，「𣗬」乃「⿰木⿱日犬」之誤。《康》引《海篇》：「⿰木⿱日犬，音菊，山行乘之，即檋字之訛。」原注「禹山行令不滑」。「禹」乃「高」之誤。			2025-05-16 17:04:46	2025-05-16 17:04:46
xqvjtsggkzf	x3zun4csw3d	䤎	䤎	4	銀	求	恭	求	88	88	醬也	醴酒							2025-05-16 17:04:46	2025-05-16 17:04:46
xu97gguvrpg	xuwnzj6yvtw	⿰汆頁	⿰汆頁	4	銀	求	恭	求	89	89	頭納水中11	頭納水中11	11	原作「⿰汆頁」。《康》無。乃新創方言俗字。從頁（頭）入水。會意。指游泳時頭被強按入水中灌水。口語仍有此說。《林》作「⿰𤆅頁」，乃「⿰汆頁」之誤。《林》注「頸納水里」。「頸」乃「頭」之誤。《戚》注作「頭」。	11	原作「⿰汆頁」。《康》無。乃新創方言俗字。從頁（頭）入水。會意。指游泳時頭被強按入水中灌水。口語仍有此說。《林》作「⿰𤆅頁」，乃「⿰汆頁」之誤。《林》注「頸納水里」。「頸」乃「頭」之誤。《戚》注作「頭」。			2025-05-16 17:04:46	2025-05-16 17:04:46
xxknd4vgjrp			𨿥	4	銀	求	恭	求	90	90	鵠～								2025-05-16 17:04:46	2025-05-16 17:04:46
x7mdqrbxt8x			𧿻	4	銀	求	恭	求	91	91	足也								2025-05-16 17:04:46	2025-05-16 17:04:46
xapagfrj2xk	xvtv436a82w	㥌	㥌	4	銀	求	恭	求	92	92	謹慎								2025-05-16 17:04:46	2025-05-16 17:04:46
xpun3adtdmb			⿱𥫗⿰辛匊	4	銀	求	恭	求	93	93	窮								2025-05-16 17:04:46	2025-05-16 17:04:46
xc38bj6b9g8			陱	4	銀	求	恭	求	94	94	養								2025-05-16 17:04:46	2025-05-16 17:04:46
xa55mdthrtq			⿰幸匊	4	銀	求	恭	求	95	95	撮								2025-05-16 17:04:46	2025-05-16 17:04:46
xkvws298e8t			勤	5	銀	求	恭	求	96	96		儉，～勞也46			46	原作「勤」。《戚》讀「氣」紐。與今口語合。《林》讀不送氣的「求」紐。疑乃傳抄之誤。下一字「懃」誤同。			2025-05-16 17:04:46	2025-05-16 17:04:46
xccz7ysmpg6			懃	5	銀	求	恭	求	97	97		慇～，敬謹							2025-05-16 17:04:46	2025-05-16 17:04:46
xu4z6rr46yv			銎	5	銀	求	恭	求	98	98		斧孔							2025-05-16 17:04:46	2025-05-16 17:04:46
xy6vswcjevg	xg4kfqb6mbq	窮	窮	5	銀	求	恭	求	99	99	貧乏極也	貧乏極也							2025-05-16 17:04:46	2025-05-16 17:04:46
xcjrygx72y4	xs2f7pgwndx	藭	藭	5	銀	求	恭	求	100	100	香屮	香草							2025-05-16 17:04:46	2025-05-16 17:04:46
xygtpbr82gh			𡺺	5	銀	求	恭	求	101	101	山形	山形							2025-05-16 17:04:46	2025-05-16 17:04:46
xcdky6fuukz			𤢶	5	銀	求	恭	求	102	102	獸名								2025-05-16 17:04:46	2025-05-16 17:04:46
xphzvn3fj5m			𡾈	5	銀	求	恭	求	103	103	同𡺺								2025-05-16 17:04:46	2025-05-16 17:04:46
xmr3b75ns3k			𪀛	5	銀	求	恭	求	104	104	水鳥								2025-05-16 17:04:46	2025-05-16 17:04:46
x7afc8paa8b	xthucxdfnn2	共	共	7	銀	求	恭	求	105	105	同也	同也							2025-05-16 17:04:46	2025-05-16 17:04:46
xr4zj3h5vre	xjyrbqut7p2	近	近	7	銀	求	恭	求	106	106	不遠	不遠							2025-05-16 17:04:46	2025-05-16 17:04:46
xj9c644y77f	xfyk3smpa6b	僅	僅	7	銀	求	恭	求	107	107	少也	少也，略有							2025-05-16 17:04:46	2025-05-16 17:04:46
xuka2tptzyt	xej5pbz4pgr	瑾	瑾	7	銀	求	恭	求	108	108	美玉	美玉							2025-05-16 17:04:46	2025-05-16 17:04:46
xcy2fuaq6yk	xcenz9t2286	覲	覲	7	銀	求	恭	求	109	109	朝～	朝							2025-05-16 17:04:46	2025-05-16 17:04:46
xsbcxr2yzvn	x38yq4zadrn	饉	饉	7	銀	求	恭	求	110	110	饑～，菜不熟也	饑也							2025-05-16 17:04:47	2025-05-16 17:04:47
xha2yvd5xpz	xqx6b85mb42	槿	槿	7	銀	求	恭	求	111	111	木～，花名	木～							2025-05-16 17:04:47	2025-05-16 17:04:47
xwh2m45rwdm	xjegd3na6kk	鄞	鄞	7	銀	求	恭	求	112	112	邑名	邑名							2025-05-16 17:04:47	2025-05-16 17:04:47
xjt6qxxur54	xmkqpssqamj	瘽	瘽	7	銀	求	恭	求	113	113	病也	病也							2025-05-16 17:04:47	2025-05-16 17:04:47
xwwxkycvhau	x78k73kgg44	局	局	8	銀	求	恭	求	114	114	棋	棋～							2025-05-16 17:04:47	2025-05-16 17:04:47
xj67fha3wqq	xpbta43kh5x	跼	跼	8	銀	求	恭	求	116	116	足不敢伸	躅，足不伸							2025-05-16 17:04:47	2025-05-16 17:04:47
xag9qgmdaxt	x5cbbe7rzjs	穹	穹	1	銀	氣	恭	悉	117	117	蒼～	蒼～							2025-05-16 17:04:47	2025-05-16 17:04:47
xgazfze3cxg	x8nqruevu59	邛	邛	1	銀	氣	恭	悉	118	118	臨～，邑名	臨～，縣名							2025-05-16 17:04:47	2025-05-16 17:04:47
xvta9mzaws9	xvd985ehdhw	筇	筇	1	銀	氣	恭	悉	119	119	竹杖	竹杖							2025-05-16 17:04:47	2025-05-16 17:04:47
xvrutzzp26t	xsh8ddhcc5h	銎	銎	1	銀	氣	恭	悉	120	120	斧孔								2025-05-16 17:04:47	2025-05-16 17:04:47
xmhbck5mgpx	x2vu8czfh6p	蛩	蛩	1	銀	氣	恭	悉	121	121	秋蟲								2025-05-16 17:04:47	2025-05-16 17:04:47
xmf2bcgwfz5	xs4feekuact	芎	芎	1	銀	氣	恭	悉	122	122	川～，藥名								2025-05-16 17:04:47	2025-05-16 17:04:47
xy6ps9dy6r2	xr7t226gu6b	恐	恐	2	銀	氣	恭	悉	123	123	懼	懼也							2025-05-16 17:04:47	2025-05-16 17:04:47
xh8uvh9fa3e			𩫴	2	銀	氣	恭	悉	124	124	亂髮	亂髮							2025-05-16 17:04:47	2025-05-16 17:04:47
xhg4usqfxer			𪀛	2	銀	氣	恭	悉	125	125	水鳥	水鳥							2025-05-16 17:04:47	2025-05-16 17:04:47
xrc8p3bvquz	xreynrmtevw	䛪	䛪	3	銀	氣	恭	悉	126	126	多言	多言							2025-05-16 17:04:47	2025-05-16 17:04:47
xrnf6wb7tht			𣶆	3	銀	氣	恭	悉	127	127	水急	水急							2025-05-16 17:04:47	2025-05-16 17:04:47
xude4z8hqqg			㖆	3	銀	氣	恭	悉	128	128	鞠訊罪人	鞠訊罪人							2025-05-16 17:04:47	2025-05-16 17:04:47
xadj8b8m7cc	x3hh6ruv7sy	麴	曲	4	銀	氣	恭	悉	129	129	屈～	彎～							2025-05-16 17:04:47	2025-05-16 17:04:47
x7kv9r78ekr	x9s6kshks43	粬	粬	4	銀	氣	恭	悉	130	130	酒母	酒母							2025-05-16 17:04:47	2025-05-16 17:04:47
xvjhmj7u895	x3hh6ruv7sy	麴	麯	4	銀	氣	恭	悉	131	131	酒母	酒母							2025-05-16 17:04:47	2025-05-16 17:04:47
xyf29jcn2yv	x3hh6ruv7sy	麴	麴	4	銀	氣	恭	悉	132	132	酒母	酒母							2025-05-16 17:04:47	2025-05-16 17:04:47
xb8cda8dnz7	xc38ph3sgrg	乞	乞	4	銀	氣	恭	悉	133	133	求也	求也							2025-05-16 17:04:47	2025-05-16 17:04:47
xxnfy8cce3x	xsx5kjbpsu9	䎢	䎢	4	銀	氣	恭	悉	134	134	耜								2025-05-16 17:04:47	2025-05-16 17:04:47
x2n2w3pchrj	xkd828d4my2	䒼	䒼	4	銀	氣	恭	悉	135	135	𧕽薄								2025-05-16 17:04:47	2025-05-16 17:04:47
xqa2sca4v9a	x2tyd3f37c8	蛐	蛐	4	銀	氣	恭	悉	136	136	蚓								2025-05-16 17:04:47	2025-05-16 17:04:47
xuv9djz95n9	x622r3vwntr	䒗	䒗	4	銀	氣	恭	悉	137	137	～與12		12	原注「~與」，乃「~輿」之誤。《集》：「䒗，欺訖切，草名，《説文》䒗輿也。」					2025-05-16 17:04:47	2025-05-16 17:04:47
x5tjsge46ey	xv98mg62mfk	髷	髷	4	銀	氣	恭	悉	138	138	𩭊								2025-05-16 17:04:47	2025-05-16 17:04:47
x8fvn6e5fqf	xkwjs27jexq	芹	芹	5	銀	氣	恭	悉	139	139	水菜	水菜							2025-05-16 17:04:47	2025-05-16 17:04:47
xh8fsv95rr6	xqpjdwctb2v	囷	囷	5	銀	氣	恭	悉	140	140	聚稻而高	聚稻，盤曲而高							2025-05-16 17:04:47	2025-05-16 17:04:47
xaqkr8u2num			𢛕	5	銀	氣	恭	悉	141	141	勞倦	勞～							2025-05-16 17:04:47	2025-05-16 17:04:47
x3ma2tqzjdk			麕	5	銀	氣	恭	悉	142	142	獸名	麞屬							2025-05-16 17:04:47	2025-05-16 17:04:47
xta98jtge47	xhkk78tf6pc	蛩	蛩	5	銀	氣	恭	悉	143	143	蟋蟀	蟋蟀秋蟲							2025-05-16 17:04:47	2025-05-16 17:04:47
xfkwph6crfr	x35zdq3s8pb	勤	勤	5	銀	氣	恭	悉	144	144	勞								2025-05-16 17:04:47	2025-05-16 17:04:47
xy72dgyt6ft	x6eqxm5pc7q	懃	懃	5	銀	氣	恭	悉	145	145	殷～								2025-05-16 17:04:47	2025-05-16 17:04:47
xy9qng6ahs8			𥎊	5	銀	氣	恭	悉	146	146	矛柄								2025-05-16 17:04:47	2025-05-16 17:04:47
xz9y8bsj32w	xw36kgfeqz6	邛	邛	5	銀	氣	恭	悉	147	147	病								2025-05-16 17:04:47	2025-05-16 17:04:47
xwjprnkjs2n			桕	8	銀	氣	恭	悉	148	148	油可為燭14	油可為燭14	14	原作「桕」。《康》：「桕，巨九切，葉可染皀，子壓為油，為燈極明。」音不合。《美全八音》謂此「閩中土音」。指烏桕子樹。今口語仍有此說。「桕」字乃訓讀字。	14	原作「桕」。《康》：「桕，巨九切，葉可染皀，子壓為油，為燈極明。」音不合。《美全八音》謂此「閩中土音」。指烏桕子樹。今口語仍有此說。「桕」字乃訓讀字。			2025-05-16 17:04:47	2025-05-16 17:04:47
xr6ndtgn54r	xgr73q2z8qj	中	中	1	銀	低	恭	聲	149	149	正	正，不偏也							2025-05-16 17:04:47	2025-05-16 17:04:47
xjvucgwkyt2	xf28y4gr9mk	忠	忠	1	銀	低	恭	聲	150	150	盡心	盡心							2025-05-16 17:04:47	2025-05-16 17:04:47
xxf9b7u6rzc	xkcs93gtvq9	衷	衷	1	銀	低	恭	聲	151	151	誠也	誠也							2025-05-16 17:04:47	2025-05-16 17:04:47
xxwasgj4hhu	xzy7pr75bsf	忪	忪	1	銀	低	恭	聲	152	152	驚								2025-05-16 17:04:47	2025-05-16 17:04:47
xtw55z97eb9	x5mkeutjf5e	中	中	3	銀	低	恭	聲	153	153	合式	合式							2025-05-16 17:04:47	2025-05-16 17:04:47
xqqskvn9s88	xs9edbcnrz8	竹	竹	4	銀	低	恭	聲	154	154	笋長成竹	笋長成竹							2025-05-16 17:04:47	2025-05-16 17:04:47
x6zx62a2j77	xadcvd624uw	竺	竺	4	銀	低	恭	聲	155	155	天～國名	天～，國名，又姓							2025-05-16 17:04:47	2025-05-16 17:04:47
xwfgd72xz4f	xatvkkqgrrh	築	築	4	銀	低	恭	聲	156	156	砌～	砌							2025-05-16 17:04:47	2025-05-16 17:04:47
xrb74c7pf62	xp9aejf4c5f	重	重	5	銀	低	恭	聲	157	157	再也	再也							2025-05-16 17:04:47	2025-05-16 17:04:47
x85799bbfke	xfw2hqudr9v	仲	仲	7	銀	低	恭	聲	158	158	伯～，次也	伯～次也							2025-05-16 17:04:47	2025-05-16 17:04:47
x5wd84j9yhw	xrwnhhsp2wd	重	重	7	銀	低	恭	聲	159	159	不輕	厚，不輕							2025-05-16 17:04:47	2025-05-16 17:04:47
xqcrntdx42h			𨉢	7	銀	低	恭	聲	160	160	娠	娠							2025-05-16 17:04:47	2025-05-16 17:04:47
x5pc7h7pced	xdvhmsxeaqv	諥	諥	7	銀	低	恭	聲	161	161	言相觸也	言相觸也							2025-05-16 17:04:47	2025-05-16 17:04:47
xeqktv3ts46			衶	7	銀	低	恭	聲	162	162	袴~15		15	原作「神」，乃「祌」之誤。《玉篇》：「祌，直勇切，袴也。」與注合。					2025-05-16 17:04:47	2025-05-16 17:04:47
x77hc7u4uyf			𩿀	7	銀	低	恭	聲	163	163	鷄～								2025-05-16 17:04:47	2025-05-16 17:04:47
xj23sd5jtj8	xt4e8wym2bm	逐	逐	8	銀	低	恭	聲	164	164	馳～追也	馳～，追赶							2025-05-16 17:04:47	2025-05-16 17:04:47
x7vfvcrwxdu	xhk9f7jwep3	軸	軸	8	銀	低	恭	聲	165	165	車輪	輻～，車輪木							2025-05-16 17:04:47	2025-05-16 17:04:47
x3ke8qew3sy	xcbnt7jccu3	鱁	鱁	8	銀	低	恭	聲	166	166	魚名								2025-05-16 17:04:47	2025-05-16 17:04:47
x53ye9zaha4	xmtg5huhbq6	躅	䠱	8	銀	低	恭	聲	167	167	不能行16		16	原作「䕽躅」。「䕽」乃「䠱」之誤。《廣》：「䠱同躅，直錄切，躑躅。」《禮記》陸德明釋文：「蹢躅，不行也。」「蹢躅」即「躑躅」。					2025-05-16 17:04:47	2025-05-16 17:04:47
xwebt2nwpmm	xmtg5huhbq6	躅	躅	8	銀	低	恭	聲	168	168	不能行16		16	原作「䕽躅」。「䕽」乃「䠱」之誤。《廣》：「䠱同躅，直錄切，躑躅。」《禮記》陸德明釋文：「蹢躅，不行也。」「蹢躅」即「躑躅」。					2025-05-16 17:04:47	2025-05-16 17:04:47
xq4bj8r86pf			𩞈	8	銀	低	恭	聲	169	169	食								2025-05-16 17:04:47	2025-05-16 17:04:47
xx3buu7d2wr	xc5pkujhh9u	妯	妯	8	銀	低	恭	聲	170	170	～娌								2025-05-16 17:04:47	2025-05-16 17:04:47
xns2dn73ygx	xxhdywggf56	蓫	蓫	8	銀	低	恭	聲	171	171	馬尾草17		17	原書「蓫」字之上有一實心黑點，衍。《林》不收此字，亦無黑點。刪。					2025-05-16 17:04:47	2025-05-16 17:04:47
xh3es9umb29	xxxur275p22	寵	寵	2	銀	他	恭	皆	172	172	恩愛也；尊榮也	恩愛也；尊榮也							2025-05-16 17:04:47	2025-05-16 17:04:47
xaca7vykxen			𩒘	2	銀	他	恭	皆	173	173	充～								2025-05-16 17:04:47	2025-05-16 17:04:47
x3c4nycbc9k	xgghrs9y4au	冢	冢	2	銀	他	恭	皆	174	174	大								2025-05-16 17:04:47	2025-05-16 17:04:47
x9bnz29dtqv	xgghrs9y4au	冢	塚	2	銀	他	恭	皆	175	175	墓也								2025-05-16 17:04:47	2025-05-16 17:04:47
xrs7sx8aze8	xkchdswvebb	朒	朒	4	銀	他	恭	皆	176	176	縮也不伸18	縮也不伸18	18	原作「朒」。《玉篇》：「朒，女六切，不寬伸之貌。」讀音不合，取其義而訓讀，口語有此説法。文讀見本韵「日」紐。《林》作「肭」，乃「朒」之誤。《説文》段注：「朒，各本篆作肭，解作内聲，今正。」	18	原作「朒」。《玉篇》：「朒，女六切，不寬伸之貌。」讀音不合，取其義而訓讀，口語有此説法。文讀見本韵「日」紐。《林》作「肭」，乃「朒」之誤。《説文》段注：「朒，各本篆作肭，解作内聲，今正。」			2025-05-16 17:04:47	2025-05-16 17:04:47
xhy32bp5vrq	x579ub2ks6s	縮	縮	4	銀	他	恭	皆	177	177	頭不出，又音率19	頭不出，又音率19	19	原作「縮」。《廣》：「縮，所六切，退也，短也。」聲母變讀。此為白讀，文讀見「釭」韵「時」紐。	19	原作「縮」。《廣》：「縮，所六切，退也，短也。」聲母變讀。此為白讀，文讀見「釭」韵「時」紐。			2025-05-16 17:04:47	2025-05-16 17:04:47
xmzae43ztkw	xnvu57tzmw6	重	重	5	銀	他	恭	皆	178	178	叠	叠，累之也							2025-05-16 17:04:47	2025-05-16 17:04:47
xmrg5q3rmna	xwjcyczwgaw	褈	褈	5	銀	他	恭	皆	179	179	叠衣	叠衣							2025-05-16 17:04:47	2025-05-16 17:04:47
x7b62g8dm35	x53pnvsfd3e	蟲	蟲	5	銀	他	恭	皆	180	180	有足20	有足	20	原注「有蟲」，乃「有足」之誤。《林》注「有足」。《集》：「蟲，持中切，《説文》有足謂之蟲。」					2025-05-16 17:04:47	2025-05-16 17:04:47
xxsknh54qhb			䖝	5	銀	他	恭	皆	181	181	蟄	蜆							2025-05-16 17:04:47	2025-05-16 17:04:47
xdezbyb6vyn	x7twxvsd4mm	鐘	鐘	1	銀	曾	恭	之	182	182	樂器	樂器							2025-05-16 17:04:47	2025-05-16 17:04:47
xy6tedcnjbh	xmk9u9pndy4	鍾	鍾	1	銀	曾	恭	之	183	183	酒器	酒器，又聚也，人姓也							2025-05-16 17:04:47	2025-05-16 17:04:47
xfmx5cp7rtk	xrnc9qrqwtc	蹱	蹱	1	銀	曾	恭	之	184	184	躘～，猶言拉搭	跑							2025-05-16 17:04:47	2025-05-16 17:04:47
xkgtbp9wtfg	x4day28y365	螽	螽	1	銀	曾	恭	之	185	185	斯	斯，蝗屬							2025-05-16 17:04:47	2025-05-16 17:04:47
xutcduur68c	xucvfes9fkr	舂	舂	1	銀	曾	恭	之	186	186	手～	臼也							2025-05-16 17:04:47	2025-05-16 17:04:47
xm6ubtjf4x3	xucvfes9fkr	舂	摏	1	銀	曾	恭	之	187	187	手～	擣也							2025-05-16 17:04:47	2025-05-16 17:04:47
xrrwm3a4mp9	xna5y5ans4n	終	終	1	銀	曾	恭	之	188	188	始反	姓，又始反							2025-05-16 17:04:47	2025-05-16 17:04:47
xvctwkyk4h4			䈺	1	銀	曾	恭	之	189	189	竹名	竹名							2025-05-16 17:04:47	2025-05-16 17:04:47
xxs6cx8ahug	xy48ey3uzc7	種	種	2	銀	曾	恭	之	190	190	栽～21	秋～21	21	原注「栽種」，《林》注「秋種」。皆誤。《廣》：「種，之隴切，種類也。」應注「稻種」，音義始合。	21	原注「栽種」，《林》注「秋種」。皆誤。《廣》：「種，之隴切，種類也。」應注「稻種」，音義始合。			2025-05-16 17:04:47	2025-05-16 17:04:47
xurs9hgtqk4	x2cpubtfybc	腫	腫	2	銀	曾	恭	之	191	191	脹	脹							2025-05-16 17:04:47	2025-05-16 17:04:47
xd2267ds9yc	xxy8xht9ane	踵	踵	2	銀	曾	恭	之	192	192	足跟	足跟							2025-05-16 17:04:47	2025-05-16 17:04:47
xgswbv9kz2k	x4w3phjqepf	煄	煄	2	銀	曾	恭	之	193	193	火初焼	火~，初焼起也							2025-05-16 17:04:47	2025-05-16 17:04:47
xza5jsv234n			𣧩	2	銀	曾	恭	之	194	194	殊～								2025-05-16 17:04:47	2025-05-16 17:04:47
xjx499zmbdh	xwhg2trz6jr	衆	衆	3	銀	曾	恭	之	195	195	多也	多也							2025-05-16 17:04:47	2025-05-16 17:04:47
xae8bgseuy7	xykhszjdce3	種	種	3	銀	曾	恭	之	196	196	栽～	栽～，植也							2025-05-16 17:04:47	2025-05-16 17:04:47
x6bjmr5rvmu	xfzcnz67cea	縱	縱	3	銀	曾	恭	之	197	197	橫，即直也	橫，即直也							2025-05-16 17:04:47	2025-05-16 17:04:47
xm52n6cuck4	xhgme6vhqvj	慫	慫	3	銀	曾	恭	之	198	198	～涌，勸也								2025-05-16 17:04:47	2025-05-16 17:04:47
xn24kbhedfs	xtkfp9hka8b	䱰	䱰	3	銀	曾	恭	之	199	199	魚名								2025-05-16 17:04:47	2025-05-16 17:04:47
xnb8k2s45dp	x3w4qhqabny	叔	叔	4	銀	曾	恭	之	200	200	父弟	父弟							2025-05-16 17:04:47	2025-05-16 17:04:47
