id	text	expl_content	sandhi_pron	literal_pron	local_pron	locale	reference	status	word__id	word__text	note	updated_time	created_time
xdx32phyus2	贈槳	①福州龍舟習俗之一A）一種是生男孩後，做一把槳或一對槳並束以紅布放在境廟裏，有的地方還要在寫上男孩的名字和出生日期，寓意「添丁」，所以也叫「喜槳」「謝槳」B）另一種是經濟條件較好的人資助龍舟隊所贈的槳，比如華僑捐資，槳上會寫捐贈人的名字和日期	zeing53 zuong33	zaing242 zuong33		mnhu		3rvd	xhbnuqtbekj	贈槳		2025-05-16 17:05:56	2020-08-03 00:00:00
x6dwaj2tm4n	外地囝	指外地人。非尊敬的稱呼	ngui21 li53 iang33	ngui242 dei242 giang33		fuqi		3rvd	x7n7rs6nsu8	外地囝		2025-05-16 17:05:56	2020-10-07 00:00:00
xn3njttfuvf	廣東囝	指廣東人。非尊敬的稱呼	guong21 neoyng53 ngiang33	guong33 deoyng55 giang33		fzho		3rvd	xm63ghwuq93	廣東囝		2025-05-16 17:05:56	2020-10-07 00:00:00
xm9fd78rzm8	日本囝	指日本人。非尊敬的稱呼	nik21 buong24 ngiang33	nik5 buong33 giang33		fzho		3rvd	xqjpr2jg7tp	日本囝		2025-05-16 17:05:56	2020-10-07 00:00:00
xke49f5d5r5	外斗囝	指外地人。非尊敬的稱呼	ngie21 lau24 iang33	ngie242 dau33 giang33		fzho		3rvd	xsbqab72ha5	外斗囝		2025-05-16 17:05:56	2020-10-07 00:00:00
xjv5b22fbp9	四川囝	①指四川人②泛指外來務工者‖非尊敬的稱呼。也有人讀作si21 cuong53 ngiang33	sy21 cuong53 ngiang33	seoy213 cuong55 giang33		fzho		3rvd	xe2r485cj6n	四川囝		2025-05-16 17:05:56	2020-10-07 00:00:00
xbuda3x7u3a	龍頭	龍舟的前部。又稱「龍船頭」	lyng33 tau53	lyng53 tau53		mnhu		3rvd	xfguurpm2es	龍頭		2025-05-16 17:05:56	2020-08-24 00:00:00
xv62twh9ypn	船頭	船的前部	sung33 tau53	sung53 tau53		mnhu		3rvd	xx558w3pn7r	船頭		2025-05-16 17:05:56	2020-08-24 00:00:00
xtsrzxf9j3y	社旗	各境社龍舟隊的隊旗	sia55 gi53	sia242 gi53		mnhu		3rvd	xhp3srqctw4	社旗		2025-05-16 17:05:56	2020-08-21 00:00:00
xk79h7xdbz8	令旗	各境社主祀的神明的旗子	ling55 gi53	leing242 gi53		mnhu		3rvd	xux4v8yqhyz	令旗		2025-05-16 17:05:56	2020-08-21 00:00:00
xuexczpumvd	頭三段尾四段	傳統龍舟競渡中，一般將主力隊員安排在龍舟的頭三段和後四段位置。又稱「頭三尾四」	tau53 sang53 looung242 mui33 si53 looung242	tau53 sang55 dooung242 mui33 sei213 dooung242		mnhu		3rvd	xhfk9vbx7q9	頭三段尾四段		2025-05-16 17:05:56	2020-08-21 00:00:00
xmdkbknue5b	龍船架	①龍舟房內安放龍舟的架子②代指整個龍舟房	lung21 nung21 nga213	lung53 sung53 ga213		mnhu		3rvd	xs3gf6vp893	龍船架		2025-05-16 17:05:56	2020-08-21 00:00:00
xxgm8wa2pta	拾錢	泛指爲龍舟活動募捐行爲。如向企業、店鋪等募捐	kak21 zieng53	kak24 zieng53		mnhu		3rvd	xvbywvsfb8w	拾錢		2025-05-16 17:05:56	2020-08-21 00:00:00
xe3chya3wdu	拜旗	龍舟巡江時路過別的境社，要息鼓，然後用社旗遙拜該境社的神明，再繞境一圈以示禮節	bai55 gi53	bai213 gi53		mnhu		3rvd	xdqf88j94tv	拜旗		2025-05-16 17:05:57	2020-08-21 00:00:00
x2uanab25wp	引港	新龍舟夾水時，由老龍舟爲新龍舟引路的習俗。老龍舟可以是本境的，也可以是邀請來的「親家」龍舟	ing24 geoyng33	ing33 geoyng33		mnhu		3rvd	xgrx2fpkhph	引港		2025-05-16 17:05:57	2020-08-21 00:00:00
xnmwa4kw78k	請香	劃龍舟之前的請神儀式，祈求護佑平安	ciang21 yong55	ciang33 hyong55		mnhu		3rvd	xqqcxg48yh9	請香		2025-05-16 17:05:57	2020-08-21 00:00:00
xtb3csp64dq	安位	端午節之後擇吉日舉行的謝神儀式，送神明回位。眾人借機聚餐，類似慶功宴	ang53 ui242	ang55 ui242		mnhu		3rvd	xqbycgnmpj6	安位		2025-05-16 17:05:57	2020-08-21 00:00:00
xxekytuqx7t	總理	①一個群體的名義或實質領導者A）一個國家或地區的政府首腦，負責統領政府的行政工作：周～B）村社裏整個端午期間龍舟賽的負責人	zung24 li33	zung33 li33		mnhu		3rvd	xukjm3xvjv9	總理		2025-05-16 17:05:57	2020-08-21 00:00:00
xkty3tvw3yg	毛竹	植物名，竹類。具備經濟價值，可供建築用，製作工藝品，作爲造紙原料，以及制作填塞龍舟接縫的竹絲等‖又有人讀作meoy21 leoyk24	mo21 leoyk24	mo53 deoyk24		mnhu		3rvd	xwzfxgwudqp	毛竹		2025-05-16 17:05:57	2020-08-21 00:00:00
xknk2yes6m4	水竹	原產永泰大樟溪沿岸，閩侯方莊有引栽，所刮出竹絲水密性比毛竹更好	zui55 leoyk24	zui33 deoyk24		mnhu		3rvd	xs5x6xugtft	水竹		2025-05-16 17:05:57	2020-08-21 00:00:00
x3qcgszg66x	添丁	①福州龙舟习俗之一A）生男孩后，做一把桨或一对桨并束以红布放在境庙里，有的地方还要在写上男孩的名字和出生日期。习俗寓意「添丁」，故以寓意直接命名此行为。也叫「喜桨」「谢桨」「赠桨」B）龙舟师傅在为村境的新舟钉龙骨时，会将长钉以红纸裹起，赠予村境住民，寓意为住民添男丁②福州花灯习俗。见「添灯」	tieng55 ding55	tieng55 ding55		mnhu		3rvd	x4zedcvse5j	添丁		2025-05-16 17:05:57	2020-08-21 00:00:00
xrsjw66mtyy	美國囝	指美國人。非尊敬的称呼	mi21 uok24 giang33	mi33 guok24 giang33				3rvd	x7aef8kgws9	美國囝		2025-05-16 17:05:57	2020-10-08 00:00:00
xn8fxxa6fm5	無利	①沒有利益A）部分追求財富者認爲「茉莉」與「無利」諧音，產生忌諱	mo21 lei242	mo53 lei242			沈丹昆. 一脉馨香忆母亲[J]. 闽都文化, 2016, (2): 21.	3rvd	xh69p8bb28p	無利		2025-05-16 17:05:57	2020-10-08 00:00:00
xv8eq868vgb	後代	後代人，晚輩‖又有人讀作heu53 lai242	au53 looy242	au242 dooy242				3rvd	xpg5m5g9esa	後代		2025-05-16 17:05:57	2020-10-08 00:00:00
xf3ujsqb69u	曲蹄婆厝	蜑戶女閭。一說實非蜑戶，托稱而已	kuoh21 le21 wo21 cuo213	kuoh24 de53 bo53 cuo213			康延平. 咸水歌——疍民的原生态民谣[J]. 闽都文化, 2016, (2): 29.	3rvd	xh7284fh5qd	曲蹄婆厝		2025-05-16 17:05:57	2020-10-08 00:00:00
xnmymeeaqpe	鼠標	電腦輸入設備，可定位屏幕上的遊標	cy21 biu55	cy33 biu55				3rvd	xxukmhqka2r	鼠標		2025-05-16 17:05:57	2020-10-08 00:00:00
xgepkqu3xb5	燒燈	榕俗，正月廿九拗九節，要將正月嬉遊的花燈燒掉。傳說燈不燒會變爲魅鬼，壓在胸口上難受。又說與收心諧音，勸諭孩童安心讀書，外地工作者趕緊出門打拼	siu55 ling55	siu55 ding55			景艳. 归去来兮叩花灯[J]. 闽都文化, 2016, (2): 29.	3rvd	xc43q3cn4j6	燒燈		2025-05-16 17:05:57	2020-10-08 00:00:00
xs5hzmedenm	討粿	相傳，唐末五代，唐兵入閩，殺男擄女。幸存的原住民男人逃往水面求生，成爲疍民。爲上岸尋找妻女，每年正月初三（一說初一至初三），趁岸上「唐部人」不開殺戒，疍民男人便假借討粿之名，挨家挨戶走，見到妻女便留下暗號夜裏接走（或妻女找到原有親人後逃亡江海團聚）。此習俗後來演變爲單純的討粿，也叫「討吉祥」，角色也從男人演變爲老弱婦孺	to24 ui33	to33 gui33			康延平. 咸水歌——疍民的原生态民谣[J]. 闽都文化, 2016, (2): 35.	3rvd	x9gqp6n68c8	討粿		2025-05-16 17:05:57	2020-10-08 00:00:00
xn7df7p5wxq	討吉祥	「討粿」的又稱	to21 gik21 suong53	to33 geik24 suong53			康延平. 咸水歌——疍民的原生态民谣[J]. 闽都文化, 2016, (2): 35.	3rvd	xyfjqatdf3y	討吉祥		2025-05-16 17:05:57	2020-10-08 00:00:00
xfq9n6w5znb	仙湖	境名，在福州西湖	sieng55 hu53	sieng55 hu53				3rvd	xbpwr8sp2ht	仙湖		2025-05-16 17:05:57	2020-10-08 00:00:00
xub9m2evy8t	福德	地名，在福州臺江	huk55 daik24	houk24 daik24				3rvd	x7uc2vf4ueh	福德		2025-05-16 17:05:57	2020-10-08 00:00:00
xcztgf5vtvv	遠洋路	路名，在福州	uong55 yong21 lou242	uong33 yong53 lou242				3rvd	x8nss83d3f9	遠洋路		2025-05-16 17:05:57	2020-10-08 00:00:00
x8a7m96gxpt	白	①姓：～居易（唐代人物）②人名用字：小～先生|小～師	beik5	beik5				3rvd	x625yur592h	白		2025-05-16 17:05:57	2020-10-08 00:00:00
xfh3cbzb9n5	蔣介石	政治人物，軍事家	zuong21 ngai55 lik5	zuong33 gai213 sik5				3rvd	xb7akagng78	蔣介石		2025-05-16 17:05:57	2020-10-08 00:00:00
xz2ddue5m2s	添灯	福州花燈習俗。婚後未得子者，贈以花燈，以「添燈」諧音寓意「添丁」。第一年送「觀音送子」；第二年送「天賜麟兒燈」，又名「嬰兒坐盆燈」；第三年送「橘燈」，以「橘」「急」同音	tieng55 ding55	tieng55 ding55			景艳. 归去来兮叩花灯[J]. 闽都文化, 2016, (2): 26.	3rvd	x8kun2cxc85	添燈		2025-05-16 17:05:57	2020-10-09 00:00:00
x4gxbptr3pk	中洲島	在閩江‖又有人讀作dyng21 njiu53 lo33	doung21 njiu53 lo33	doung55 ziu55 do33				3rvd	xkwtdpebdm5	中洲島		2025-05-16 17:05:57	2020-10-09 00:00:00
x3yprkgeq3q	中洲	見「中洲島」‖又有人讀作dyng55 njiu55	doung55 njiu55	doung55 ziu55				3rvd	x9sktuxvgcm	中洲		2025-05-16 17:05:57	2020-10-09 00:00:00
xemh5q6kqgs	老姕貨	對老年人的蔑稱	lau21 zi53 huo213	lau33 zi55 huo213				3rvd	xdcp2eeh8wm	老膣貨		2025-05-16 17:05:57	2020-10-09 00:00:00
xbaqud7mec8	𥻵粿店	賣𥻵、粿等食物的鋪子：三成炳～|西信義～	si21 ui55 laing213	si53 gui33 daing213			方炳桂, 方向红. 福州老行当[M]. 福建人民出版社, 2002: ⅳ.	3rvd	xrw767tk496	𥻵粿店		2025-05-16 17:05:57	2020-10-11 00:00:00
xxpcccsauf8	扛棺材其	扛棺材的，擡棺人	goung21 guang55 njai53 i0	goung55 guang55 cai53 gi53			方炳桂. 前言[M]//方炳桂, 方向红. 福州老行当. 福建人民出版社, 2002: ⅱ.	3rvd	xau6c96g4va	扛棺材其		2025-05-16 17:05:57	2020-10-11 00:00:00
xbwcvza9r8j	石竹山	在福清市石竹街道	suoh21 lyk21 sang55	suoh5 deoyk24 sang55				3rvd	xbeb4qu78jj	石竹山		2025-05-16 17:05:57	2020-10-12 00:00:00
x9pj9cybjky	下漳	指漳州‖連讀變調後的「泉州」與「漳州」同音。爲辨義，有時直稱泉州爲不變調的zuong53 ziu55，或以字形特徵稱爲「白水泉」；或以相對地理位置稱漳州爲「下漳」	a55 juong55	a242 zuong55				3rvd	x9qw558kju7	下漳		2025-05-16 17:05:57	2020-10-12 00:00:00
xrdtqmgrh9y	唐僧	中國著名古典小說《西遊記》的主要角色，孫悟空等人的師父，原型是唐代的玄奘法師	doung55 njeing55	doung53 zeing55				3rvd	xxc2jvzfh3s	唐僧		2025-05-16 17:05:57	2020-10-12 00:00:00
xrtr6zegguv	蜀隻儂	一個人	suoh21 jieh24 neoyng53	suoh5 zieh24 neoyng53				3rvd	xv3dpjze7gb	蜀隻儂		2025-05-16 17:05:57	2020-10-12 00:00:00
xfr7kbbhegw	乙醇	常用的燃料、溶劑和消毒劑，也用於有機合成	ik21 sung53	eik24 sung53				3rvd	x3usfnmuhun	乙醇		2025-05-16 17:05:57	2020-10-12 00:00:00
x3sjwx22hj8	蜀個儂	孤身一人	suoh21 a213 neoyng53	suoh5 ga213 neoyng53				3rvd	xyenjbr4fw3	蜀個儂		2025-05-16 17:05:57	2020-10-12 00:00:00
xdt5kmes55n	䲅	河豚：釣～|食生～	ge55	ge55				3rvd	x9jazrd4wgq	䲅		2025-05-16 17:05:57	2020-10-12 00:00:00
xu9hfpsmunp	䲅囝	河豚	ge53 iang33	ge55 giang33				3rvd	xf2wy2xzu2p	䲅囝		2025-05-16 17:05:57	2020-10-12 00:00:00
xeb6fvt7e5h	生䲅	生河豚：食～	cang55 ge55	cang55 ge55				3rvd	xf3ttcwy7gj	生䲅		2025-05-16 17:05:57	2020-10-12 00:00:00
xc2fsr3udf2	形狀	行爲舉止。略有貶義	hing21 njooung242	hing53 zooung242		cgle		3rvd	xkqkpg2chbu	形狀		2025-05-16 17:05:57	2020-10-12 00:00:00
x7nef8vhjyt	怪形怪狀	行爲舉止怪異	guai55 hing53 guai53 jooung242	guai213 hing53 guai213 zooung242		cgle		3rvd	xgnmrnwnxgd	怪形怪狀		2025-05-16 17:05:57	2020-10-12 00:00:00
xtfd37z4p2f	作風	生活態度與行爲風格	zouk21 hung55	zoouk24 hung55				3rvd	xjh69nhuefz	作風		2025-05-16 17:05:57	2020-10-12 00:00:00
xd2b3sd6vd7	間	量詞，計量建築物的單位：蜀～店	gieng55	gieng55		fuqi		3rvd	x5ewu8gptkj	間		2025-05-16 17:05:58	2020-10-12 00:00:00
xry2tnucudc	拍戰	打仗，打戰	pah53 jieng213	pah24 zieng213		fuqi		3rvd	xqkwetajjrj	拍戰		2025-05-16 17:05:58	2020-10-12 00:00:00
xk8etzypuet	相拍	代指戰爭，見於口語	soung53 pah24	soung55 pah24		fzho, mqig		3rvd	xzg4vn7udya	相拍		2025-05-16 17:05:58	2020-10-12 00:00:00
xepa4kx6s7h	坎*	量詞，計量店面的單位：蜀～店|伊豆菜做野好，發各～店去賣‖福清方言。坎，同音字。	kang33	kang33		fuqi, pign		3rvd	xsmbnvwbzm5	坎*		2025-05-16 17:05:58	2020-10-12 00:00:00
xfknfms7dhw	壤*壤*	螃蟹的腮	yong33 yong33	yong33 yong33		fzho, mqig		3rvd	x5mg6hp5rdc	壤壤		2025-05-16 17:05:58	2020-10-12 00:00:00
xeh555ab7h5	十八坂	閩清習俗。誕生於清代嘉慶年間。時閩清縣阪東鎮芝田宮方落成，鄰近十八個鄉鎮的百姓齊聚阪東慶賀，並在芝田宮周邊開設春耕生產商品交易活動，《閩清縣誌》稱之爲閩清「十八阪」。活動項目爲遊神、遊古鎮、品美食、看美景、享文化、購物、備耕。「十八阪」推崇的「神」，是跟隨王審知建立閩國的清廉無敵的四將軍二總管，以及閩清史上最有名的二位清官——元代的董禎、明代的沈源。「十八阪」舉辦三天，即農歷正月十七、十八、十九，但伴隨節慶活動而來的商品交易活動需要延長二十餘天	seik21 beik24 buang33	seik5 baik24 buang33		mqig	闽清“十八坂”[N]. 福建日报, 2018-03-19: 10.	3rvd	xy62swbwr5t	十八坂		2025-05-16 17:05:58	2020-10-12 00:00:00
x4yed2uk2ws	蟳麵	菜餚名	sing21 mieng242	sing53 mieng242				3rvd	xsqvy7rsqny	蟳麵		2025-05-16 17:05:58	2020-10-12 00:00:00
xxv9duewtwd	段長	年段長，年級長	doung53 luong33	dooung242 duong33		fzho		3rvd	x5z8fjb7857	段長		2025-05-16 17:05:58	2020-10-12 00:00:00
x336ruee28y	段警	片警	doung53 ging33	dooung242 ging33		fzho		3rvd	x9xn7jnm93z	段警		2025-05-16 17:05:58	2020-10-12 00:00:00
xwh4e75j7ew	起早睏晏	起早貪黑	ki24 ja33 koung53 ang213	ki33 za33 kooung213 ang213		fuqi		3rvd	xtsemt98jc7	起早睏晏		2025-05-16 17:05:58	2020-10-12 00:00:00
x8th6p3t63b	敆題	①合題，符合主題、主旨②（詩詞、俗語的創制及吟誦）押韻：喜娘講其野～|俗語話就是講𡅏會～，～悗講③行爲舉止著調：這隻儂講話儥～	gak33 de53	gak5 de53				3rvd	xfzbf9mdm4u	敆題		2025-05-16 17:05:58	2020-10-12 00:00:00
xup9hr3wfs7	䁐牛	指在較差的學校中，教師不須管理教學，只要看住學生，俾使一個不少	oung55 ngu53	ooung213 ngu53				3rvd	x47u45un6ke	䁐牛		2025-05-16 17:05:58	2020-10-13 00:00:00
xsxcq7y8pqv	養豬囝	①飼養小豬②指家長將小孩寄住於教師家中	yong21 dy53 iang33	yong33 dy55 giang33				3rvd	xzeze6zgrvf	養豬囝		2025-05-16 17:05:58	2020-10-13 00:00:00
x7cc9adkuta	襯	①同一輩②同齡人③同一屆：伊各儂都是二環年（××20年，如2020年）讀其書，是同蜀～其	caing213	caing213				3rvd	xc2d5z2pfuk	襯		2025-05-16 17:05:58	2020-10-13 00:00:00
xqtht27u6tc	硬塞	①強塞，強行給予②代指賄賂，極言其盛情：紅紙包（紅包）～裡	ngeing53 seik24	ngaing242 seik24				3rvd	xr6d58ac6p8	硬塞		2025-05-16 17:05:58	2020-10-13 00:00:00
xxkzx9k79pb	青頭髮	黑頭髮	cang53 lau21 uok24	cang55 tau53 huok24				3rvd	x6bkepndtak	青頭髮		2025-05-16 17:05:58	2020-10-13 00:00:00
xx782we99zs	裡出	出入，進出：～平安	die55 jouk24	die33 couk24				3rvd	x2pqt4fqkmt	裏出		2025-05-16 17:05:58	2020-10-13 00:00:00
x58y3vymkhn	仰	額頭外凸	ngaing213	ngaing213				3rvd	xcj77bpj8ex	𫤏		2025-05-16 17:05:58	2020-10-13 00:00:00
x8qf5jmf9fp	下南話	閩南話	a53 nang21 ngua242	a242 nang53 ua242				3rvd	xwbt4qupme9	下南話		2025-05-16 17:05:58	2020-10-13 00:00:00
x7sqmmkwpbc	閩北	福建北部	ming21 mooyk24	ming53 booyk24				3rvd	xuc9dawr33y	閩北		2025-05-16 17:05:58	2020-10-13 00:00:00
xt928pumvec	牛	姓：～先生|依（阿）～	ngiu53	ngiu53				3rvd	xsvjc8gvtak	牛		2025-05-16 17:05:58	2020-10-14 00:00:00
x9h2scj3wsr	餐館	餐館：去俤蜀間～	cuang53 nguang33	cuang55 guang33				3rvd	xpm3atdf82m	餐館		2025-05-16 17:05:58	2020-10-15 00:00:00
x8bsxyruhvs	酒家	酒家：去俤蜀間～	ziu21 ga55	ziu33 ga55				3rvd	xbwsgrr9552	酒家		2025-05-16 17:05:58	2020-10-15 00:00:00
xjpttdhwqbm	無塊挌	①沒地方扔②形容物品質量差	mo21 leoy55 geoh5	mo53 dooy213 geoh5				3rvd	xw4pe4846bs	無塊挌		2025-05-16 17:05:58	2020-10-15 00:00:00
xkxvphmx84u	麇	量詞，堆，群：蜀（一）～|我厝（家）總*款其（這樣的）藥故（還）有蜀（一）～（大堆）‖亦可說「麇々」ky33 lyng53。民間也有寫爲「囷」字的。	kyng53	kyng53				3rvd	xsyqf7dp9ms	麇		2025-05-16 17:05:58	2020-10-05 00:00:00
xuys5g9td84	麻梢	用來教訓小孩的小鞭子，以竹或樹枝等材料製成，比「箠梢」（cy55 le55）更小	ma55 le55	ma53 le55				3rvd	xwdu2pphrcu	麻梢		2025-05-16 17:05:58	2020-10-14 00:00:00
xmbcrhnejtr	別乇	其他東西‖也有人變調爲beik53 nooh24，非城內口音	beik21 nooh24	beik5 nooh24				3rvd	x5qjw7j7mxk	別乇		2025-05-16 17:05:58	2020-10-15 00:00:00
xdm8w3zq38g	當襯	指人正當年	doung53 caing213	doung55 caing213				3rvd	x2dv2kbzn8d	當襯		2025-05-16 17:05:58	2020-10-15 00:00:00
xnf8wuc45jj	硬襯	指人有實力	ngeing53 caing213	ngaing242 caing213				3rvd	xbe43gvfan3	硬襯		2025-05-16 17:05:58	2020-10-15 00:00:00
xx72782dpz2	破草鞋	形容物品質量差	puai21 cau21 e53	puai213 cau33 e53				3rvd	x9qqaxvh4tz	破草鞋		2025-05-16 17:05:58	2020-10-15 00:00:00
x339v956upb	鼻糊其	用鼻涕糊起來的，形容物品質量差	pei213 gu53 i0	pei213 gu53 gi53				3rvd	xpjxn6s2qv2	鼻糊其		2025-05-16 17:05:58	2020-10-15 00:00:00
xbtjmt32kau	霸霸露	精液	ba21 wa53 lou213	ba213 ba213 lou213				3rvd	xrbabact7wu	霸*霸*露		2025-05-16 17:05:58	2020-10-15 00:00:00
x25f4735aaw	爬後牆	挖牆腳，挖取競爭人員的相關人員、技術	ba21 au55 cuong53	ba53 au242 cuong53				3rvd	x2xqxs8zfga	爬後牆		2025-05-16 17:05:58	2020-10-17 00:00:00
xu9c9wj4d2a	蟛蜞酥	用醬油漬的蟛蜞	pang55 ngi55 lu55	pang53 ki53 su55				3rvd	xpnvrm3wn24	蟛蜞酥		2025-05-16 17:05:58	2020-10-25 00:00:00
xbbdh6u79ae	金花捷報	黄蜀葵	ging55 ua55 ziek21 boo213	ging55 hua55 ziek5 boo213				3rvd	xme4ncfanbp	金花接報		2025-05-16 17:05:58	2020-10-25 00:00:00
x7adk5hu62a	十八景	鼓山的一個景區	seik21 beik24 ging33	seik5 baik24 ging33				3rvd	x44jg5hsfa2	十八景		2025-05-16 17:05:58	2020-10-25 00:00:00
xxnwzg9a63a	李乾	李子乾	li21 ang55	li33 gang55				3rvd	xnrqr2n2849	李乾		2025-05-16 17:05:58	2020-10-25 00:00:00
xarnusf2nk8	筍絲	食物名	sung21 ni55	sung33 si55				3rvd	xtjf4tb8m45	筍絲		2025-05-16 17:05:58	2020-10-25 00:00:00
xua2majpa2v	粗字	①較低但基本的識字量，能夠寫自己的名字，看懂簡單的報章、宣傳單、廣告標語的程度A）代指夜校、掃盲班培訓出來的識字程度B）代指通過教會經歷能簡單讀懂《聖經》的程度C）代指通過自學能夠簡單閱讀的程度	cu53 jei242	cu55 zei242				3rvd	xfumht4n8eu	粗字		2025-05-16 17:05:58	2020-10-29 00:00:00
xa579j2nt8x	䭣囝	直徑約三公分的團狀麪製食品	ze53 iang33	ze55 giang33			游桂香. 歲時禮俗 — 我們都是這樣過一年[EB/OL]. 馬祖民俗文化館, [2020-10-30]. http://folklore.dbodm.com/index.php?code=list&flag=detail&ids=252&article_id=10. “或爲‘齊仔’（直徑約3公分的小包子144粒）”	3rvd	xd2jkz5wujw	䭣囝		2025-05-16 17:05:59	2020-10-30 00:00:00
xhwttcdda9u	無生活	無生活出路	mo21 seing55 uak5	mo53 seing55 uak5			劉宏文. 真鳥仔[EB/OL]. 馬祖資訊網, 2015-10-05[2020-10-30]. https://www.matsu.idv.tw/print.php?f=182&t=141807&p=1. “40多年前，馬祖‘無生活’，開始大量移民台灣。”	3rvd	xpeb8apftvr	無生活		2025-05-16 17:05:59	2020-10-30 00:00:00
xwx47f962j3	客佻囝	花花公子	kah53 liu33 iang33	kah24 tiu53 giang33				3rvd	xye9edtctra	客佻囝		2025-05-16 17:05:59	2020-11-05 00:00:00
xucqkyckksv	熬暝	熬夜	ngo55 mang53	ngo53 mang53				3rvd	xha5dzkaern	熬暝		2025-05-16 17:05:59	2020-05-28 00:00:00
xseakqtzdk4	啦	句尾語氣詞：無賺～	la0	la55				3rvd	xrj2j37a5q2	啦		2025-05-16 17:05:59	2017-12-30 00:00:00
xvmepgq4cwm	了哇	句尾語氣詞，表達強調、主張：無賺～	lau0 ua0	lau33 ua55				3rvd	x5nnw72c8yg	了吓		2025-05-16 17:05:59	2017-12-30 00:00:00
x5efgw5ee4c	了	句尾語氣詞，表達強調、主張：無賺～|正是～	lau0	lau33				3rvd	xd7abcsf8uv	了		2025-05-16 17:05:59	2020-11-08 00:00:00
xk7y3tja32f	二*	①語氣詞A）表徵詢：「嵩口」這芘地名，當地其儂是讀「新口」，～B）以徵詢的語調強調、主張：嚽（這個）福州話是告（叫做）「蟶」，～C）跟在他人的發言之後，表達說話人的肯定、讚許、認同，獨立成句：——總*款（原來如此）！——～（我說的對吧）D）跟在他人的陳述之後，表達說話人瞭解了事實，獨立成句：～（這樣啊）‖陳澤平（1998）認爲該詞是由「是伓是」合音、虛化而來。該詞亦可能是由「伓是」合音而成。	nei0	nei242				3rvd	xypccct828b	𠱌		2025-05-16 17:05:59	2020-11-08 00:00:00
xyprhbtryjm	有無	語氣詞，以徵詢的語調強調、主張：嚽（這個）福州話是告（叫做）「蟶」，～	ou242 mo53	ou242 mo53				3rvd	x8pr6342trd	有無		2025-05-16 17:05:59	2020-11-08 00:00:00
x88h68v8hxd	氨	①分子式爲NH₃，無色氣體，有強烈刺激氣味，極易溶於水②代指空調製冷劑，一說來自普通話「氟利昂」末字的音譯：空調加～	ang55	ang55				3rvd	xcvmpg7xbt6	氨		2025-05-16 17:05:59	2020-11-15 00:00:00
xaw3bcmby4c	賈	通「價」。價格，價值	ga213	ga213			康熙字典[M]. “又《廣韻》古訝切，《集韻》《韻會》居迓切，《正韻》居亞切，𠀤音駕。與價同。《類篇》：‘售直也。’《論語》：‘求善賈而沽諸。’”	3rvd	xhb9q3pvjf5	賈		2025-05-16 17:05:59	2020-11-15 00:00:00
xxcfcecq3f7	葉	地名。春秋時楚國的邑地，故址約在今河南葉縣南方三十里	siek24	siek24			教育部重編國語辭典修訂本[M]. 2015.	3rvd	xyh9mhg5adp	葉		2025-05-16 17:05:59	2020-11-16 00:00:00
xvrc8xhx8x3	万俟	姓。本爲鮮卑部落名，後魏以爲姓氏：～普（北齊人物）|～詠（宋代人物）	muk33 gi53	muk5 gi53			教育部重編國語辭典修訂本[M]. 2015.	3rvd	xaz8d3v82gc	万俟		2025-05-16 17:05:59	2020-11-16 00:00:00
x9t22xyy6er	翟	①古鳥名，長尾的山雉②古代樂舞所用的雉羽③同「狄」，中國古代北方的民族④人名用字：墨～（戰國人物）	dik5	dik5			教育部重編國語辭典修訂本[M]. 2015.	3rvd	xuae8emjymm	翟		2025-05-16 17:05:59	2020-11-16 00:00:00
xrq4sjkpafm	胡	姓：～應麟（明代人物）	hu53	hu53				3rvd	xvhw4f9azz6	胡		2025-05-16 17:05:59	2020-11-15 00:00:00
xe2ypd76fph	李	姓：～白（唐代人物）	li33	li33				3rvd	xcrbcm3w4za	李		2025-05-16 17:05:59	2020-11-15 00:00:00
xz576md8cmj	王	姓：閩王～審知	uong53	uong53				3rvd	xcw63xcqacy	王		2025-05-16 17:05:59	2020-11-15 00:00:00
xdf3jhxuf5s	張	姓：～良（漢代人物）	duong55	duong55				3rvd	xbsv6k4s3t6	張		2025-05-16 17:05:59	2020-11-15 00:00:00
x6y9n5jrbdy	劉	姓：～彝（北宋福州人物）	lau53	lau53				3rvd	x6s6sku2nmp	劉		2025-05-16 17:05:59	2020-11-15 00:00:00
xaky2kqmvp9	楊	姓：～朱（戰國魏人物）	yong53	yong53				3rvd	xktehe6qbsn	楊		2025-05-16 17:05:59	2020-11-15 00:00:00
xqac232dd45	趙	姓：～匡胤（宋代人物）	diu242	diu242				3rvd	xt372j9gtu2	趙		2025-05-16 17:05:59	2020-11-15 00:00:00
x4c5b5ujjuj	黃	姓：～庭堅（宋代人物）	uong53	uong53				3rvd	x6e5qphvrre	黃		2025-05-16 17:05:59	2020-11-15 00:00:00
xxq3hpyfyds	周	姓：～順昌（明代人物）	ziu55	ziu55				3rvd	x93ftt2f8g8	周		2025-05-16 17:05:59	2020-11-15 00:00:00
xrh69eydumf	吳	姓：～敬梓（清代人物）	ngu53	ngu53				3rvd	xfcg7r8m9h3	吳		2025-05-16 17:05:59	2020-11-15 00:00:00
x9xczj4kkgs	徐	姓：～光啟（明代人物）	sy53	sy53				3rvd	xqwhpndrhvt	徐		2025-05-16 17:05:59	2020-11-15 00:00:00
