id	word__id	word__text	text	literal_pron	word_literal_pron__id	sandhi_pron	word_sandhi_pron__id	page_number	page_order	content	original_comment	comment	note	updated_time	created_time
xpyn7axnfv6	xs6tkcng65h	風衣	風衣	hung55 i55	xqhxfkzm3q7	hung55 ngi55	xdukh53tvnm	240	3	"[{""expl"": ""披在肩上的沒有袖子的外衣。"", ""sent"": []}, {""expl"": ""一種擋風的外衣。"", ""sent"": []}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
xk4dmqkp4zr	xuaps8ynued	風氣	風氣	hung55 kei213	xgr97scs456	hung53 kei213	x8hcadghp3x	240	4	"[{""expl"": ""社會上或某個集團中流行的愛好或習慣。"", ""sent"": [""比食（吃）比頌*（穿）其～野呆（很壞）。""]}, {""expl"": ""中醫指由風邪侵入體內，能引起某種疾病的因素。"", ""sent"": []}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
xecx8fq44m9	xzngqjpg7vt	風野透	風野透	hung55 ia33 tau213	xa4h3xnhh24	hung55 ia55 lau213	x4hjydaz87k	240	5	"[{""expl"": ""風颳得猛烈，風很大。"", ""sent"": []}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
x8bp8pkxs3m	xuh9dspfkaz	風唰	風□	hung55 sua213	xdz8e4auz7u	hung53 sua213	x6erbxyzh34	240	6	"[{""expl"": ""指風邪侵入體內而得病。"", ""sent"": []}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
xajmjur3gyf	xxb4qq98qaq	風波	風波*	hung55 bo55	x3vptn8rtrt	hung55 mo55	xk9pkfv4ejr	240	7	"[{""expl"": ""風疹塊，皮膚上突然出現的紅腫塊，發癢，消退也很快，不留任何痕迹。"", ""sent"": [""我食（喝）酒會生～。""]}]"		［對原書註音的註釋］原書“波”單字音載bo55，一般讀爲po55		2025-05-16 17:01:55	2025-05-16 17:01:55
xarbe594jw3	x64qqv3agwx	風暴雨	風暴雨	hung55 boo213 y33	xepr7h5pn4x	hung21 mo53 y33	xv583gvbxmh	240	8	"[{""expl"": ""暴雨，大而急的風雨。"", ""sent"": []}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
xagr8pa9pw3	xauaw47nwap	風帽	風帽	hung55 moo242	xfmr6jm734m	hung53 moo242	x374gvt8j8y	240	9	"[{""expl"": ""一種擋風的帽子。"", ""sent"": []}, {""expl"": ""連在大衣上的擋風的帽子。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xmgv3h99bnn	xuvseac2het	風涐	風□	hung55 ngo33	xu7ns9q3vgh	hung53 ngo33	xndd96388fv	240	10	"[{""expl"": ""指風濕性關節炎、風癱一類的病。"", ""sent"": [""捲螺風（旋風）吹過儂會～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xczxu27bxed	x2ggma56s59	風颱	風颱	hung55 tai55	x696b7j3887	hung55 nai55	xfmhmb8d94k	240	11	"[{""expl"": ""颱風。發生在太平洋西部海洋和南海海上的熱帶風暴，風力常達十級以上，同時伴有暴雨，夏秋雨季常襲擊福建省。"", ""sent"": [""△六月～生九囝（指一場颱風能引發多竭小颱風），七月～無回南（不會轉爲南風）。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xb334vf7bjg	xs282qvjcnx	風颱氣	風颱氣	hung55 tai55 kei213	xx83cn95jb4	hung21 nai53 ei213	x9m77gka376	240	12	"[{""expl"": ""即將颳颱風的預兆。"", ""sent"": [""今旦有仂囝～，明旦驚（恐怕）會做風颱（颳颱風）。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x9cbw83tgv4	xwn52e696wm	綑	綑	kung53	xskfurxnbvc	kung33		239	16	"[{""expl"": ""盤繞，把東西捲成圈。"", ""sent"": [""鐵線～圓圓{喏,着}。"", ""老蛇～{一,蜀}堆去。""]}]"	另見kung33			2025-05-16 17:01:55	2025-05-16 17:01:55
xek5qg2feuz	xcxjssm6ys4	風	風	hung55	x9ng4nv7zkv	hung55		239	27	"[{""expl"": ""跟地面大致平行的空氣流動，是由於氣壓分布不均勻而產生的。"", ""sent"": [""起～了。""]}, {""expl"": ""藉風力吹（使東西乾燥）。"", ""sent"": [""{這,者*}黃魚鮝是～焦（乾）其。""]}, {""expl"": ""指某些疾病。"", ""sent"": [""～軟。"", ""～波。"", ""手～。""]}]"				2025-05-16 17:01:55	2025-05-16 17:01:55
xhkfzhbpjmm	xx2ncppd2p2	分	分	hung55	xhggyu5wuxc	hung55		239	23	"[{""expl"": ""市分的通稱。"", ""sent"": [""褲頭（腰）{再,介}放出兩～就好了。""]}, {""expl"": ""我國貨幣的輔助單位，一分等於一圓的百分之一。"", ""sent"": []}, {""expl"": ""時間單位，一小時的六十分之一。"", ""sent"": []}, {""expl"": ""利率。"", ""sent"": [""三～利。""]}]"	另見houng242、buong55			2025-05-16 17:01:55	2025-05-16 17:01:55
xf85g2u8pez	xvkbnygpr6j	風颱囝	風颱囝	hung55 tai55 giang33	xkkyr9egqsk	hung21 nai53 iang33	xvtxruhnzz5	240	13	"[{""expl"": ""指風力級別較小的颱風。"", ""sent"": []}, {""expl"": ""指連颳多日、慢慢減弱、接近尾聲的颱風。"", ""sent"": [""今旦㑚（僅）{剩,長}～了，明旦天應該會晴了。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xu34gju5jw9	xdeee8ycz65	風水	風水	hung55 zui33	xe5rg62rr7v	hung53 njui33	x583ufbj53n	240	14	"[{""expl"": ""指住宅基地、墳地等的地理形勢，如地脈、山水的方向等。迷信的人認爲風水好壞可以影響其家族、子孫的盛衰吉凶。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x9v4g8s6xdh	xun7yqmjy72	風停去	風停去	hung55 ding53 go0	xcy8dsc6ekn	hung55 ding53 ngo0	x83vsmcd222	240	15	"[{""expl"": ""=〖風無去了〗hung55 mo53 o0 lau0 風停了，風不颳了。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xk85kh73b9f	xbf25y3rp7w	風篷	風篷	hung55 pung53	xq4gwemyuhs	hung55 mung53	xbsavsjmaky	240	16	"[{""expl"": ""船上的帆。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xakws7e4g5a	xdg4c862aaz	風寒	風寒	hung55 gang53	xjdnb9pfzc4	hung55 ngang53	xm98z9fk7ry	240	17	"[{""expl"": ""病，傷風感冒。症狀是咽乾鼻塞、打噴嚏，主要是因受寒着涼，抵抗力降低而引起的。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xawm632vuxw	xec2jraa7vh	風寒囝	風寒囝	hung55 gang53 giang33	xxxd3y2szna	hung53 ang33 iang33	xh2t2bhretu	240	18	"[{""expl"": ""輕微的傷風，泛指小病。"", ""sent"": [""聽講汝病了，好未？——{哎呀,哀吓}，～無{佮涉,敆食}（不要緊）。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xq4jakj738u	xhgk9jgsdze	風囝	風囝	hung55 giang33	xmg64hncb2h	hung53 ngiang33	xv2ndrnmwqp	240	19	"[{""expl"": ""微風。"", ""sent"": [""外{兜,斗}（外邊）有風，{兒囝,伲囝}（小孩）伓通（不要）抱出{啊,吓}！——無要緊（沒關係），㑚（僅）仂囝～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xsd9cdcks2e	xjc6qsew53y	風鏡	風鏡	hung55 giang213	xxqsf4g87e6	hung53 ngiang213	xzjqrzjvudv	240	20	"[{""expl"": ""擋風沙的眼鏡。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xua9ndjrbxu	x654wyh26u5	風蚊	風蚊	hung55 muong53	x4qt29xmecs	hung55 muong53	xwjex6ft7dt	240	23	"[{""expl"": ""蚊子，昆蟲之一。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xm5rntk5uyf	xnwcj86gpnw	風蚊婆	風蚊婆	hung55 muong53 bo53	xg7x4wamyfk	hung55 muong55 mo53	x6sap6h8wgc	240	24	"[{""expl"": ""能吃蚊子的癩蝦蟆。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x77qfcmsd94	xaeeyzwwb5r	風蚊香	風蚊香	hung55 muong53 hyong55	xnny9tqj9b3	hung55 muong55 hyong55	x3pwn4499bf	240	25	"[{""expl"": ""蚊香。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xbpktfwt522	xfeck24t5qy	風蚊摔	風蚊摔	hung55 muong53 sooyk24	x5f88nngxsu	hung53 muong21 nooyk24	x7fhfreb9tt	240	26	"[{""expl"": ""驅除蚊蠅的用具，柄端紮馬尾，現也紮尼龍繩或塑料繩。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x6b2uypxwb7	xxazn3n5h4g	風軟	風軟	hung55 nuong33	xn7b2fevbrw	hung53 nuong33	x7ffqqk2xg5	241	1	"[{""expl"": ""癱瘓，由於神經機能發生障礙，身體的一部分完全或不完全地喪失運動能力。"", ""sent"": []}]"	也寫作“瘋軟”			2025-05-16 17:01:56	2025-05-16 17:01:56
xju29k4uxt8	xzzdpdzsckr	風箱	風箱	hung55 suong55	xpzdfk44u3p	hung55 suong55	xsnxva3x2a9	241	2	"[{""expl"": ""壓縮空氣而產生氣流的裝置。最常見的一種由木箱、活塞、活門構成，用來使爐火旺盛。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xtauft62s86	x6h5kvdsh62	風光	風光	hung55 guong55	x4e27agxun7	hung55 nguong55	xcc5db2krk6	241	3	"[{""expl"": ""光彩，榮耀，體面。"", ""sent"": [""伊囝（兒子）結婚酒辦幾十桌，做野～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xaux5huh6uw	xg726frceux	風向	風向	hung55 hyong213	x98tsvp7x5x	hung53 ngyong213	x8k8kna778d	241	4	"[{""expl"": ""風吹來的方向。"", ""sent"": [""～北轉南。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xb2cqfk5dwa	xgynwt75guc	風煞	風煞	hung55 sak24	xz9vay3n9mm	hung53 sak24	xy835bp5y5j	241	5	"[{""expl"": ""惡風，兇煞之氣。"", ""sent"": [""許楝厝（房子）～野重。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xenxt4carek	xndjfmn2b3b	紛紛亂	紛紛亂	hung55 hung55 looung242	xnmu5gud6h9	hung21 ngung53 looung242	xerzpapzeh8	241	6	"[{""expl"": ""非常混亂，雜亂無序。"", ""sent"": [""心𡅏～。"", ""{事計,事際}做～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xmcvxa5wyxt	x76tt8ms77q	葷菜	葷菜	hung55 cai213	xphuym39fde	hung53 cai213	xjecrrgk5j2	241	9	"[{""expl"": ""雞鴨魚肉等做的菜。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xxayz7xthke	x2jdw984rfv	瘋癱	瘋癱	hung55 tang55	xvwatq5nr75	hung55 tang55	xtpxmubttth	241	10	"[{""expl"": ""癱瘓。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xnwpzavesc8	x4jdkdk9fae	瘋癲	瘋癲	hung55 dieng55	xtn3ukjzd4r	hung55 dieng55	x2arxnwm4s9	241	11	"[{""expl"": ""神經錯亂，精神失常。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x35622n23ej	x7sphh9n5pp	丰采	豐采	hung55 cai33	xsjyy9kjbw4	hung53 cai33	xpc4gpdg6wr	241	12	"[{""expl"": ""人的儀表舉止美好，神采奕奕。"", ""sent"": [""汝今旦野～。"", ""無看徐娘半老，妝囇（打扮一下）{真,盡}～。""]}]"	也寫作“風采”			2025-05-16 17:01:56	2025-05-16 17:01:56
xx6egykf4fv	xmr8jjtkfck	奉教	奉教	houng242 gau213	xbsam22peg2	hung53 ngau213	xpeqhavyu2f	242	12	"[{""expl"": ""信仰基督教。"", ""sent"": [""小紅～，乞伊講菩薩無乇使（沒有用）。""]}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xmckfnrpmeu	xg2a5macfed	奉教其	奉教其	houng242 gau213 gi0	x8976z7k3bd	hung53 ngau213 i0	xytmbxtfsrb	242	13	"[{""expl"": ""稱基督教徒。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xkxgubcppky	xdsrxj8yq8t	風扇	風扇	hung55 sieng55	xg9jgr462q4	hung55 nieng55		240	21	"[{""expl"": ""用{搧,扇}風的方法把已經碾過的穀類的殼和米粒分開的一種農械，由木箱和裝有葉片的軸構成。轉動葉片，就可以{搧,扇}風。"", ""sent"": []}]"	扇，廣韻仙韻式連切。另見hung53 nieng213			2025-09-15 17:50:01	2025-05-16 17:01:56
xjkq46wyfxk	x3vczuygwxs	逢	逢	hung53	xam6v8dkrnu	hung53		241	13	"[{""expl"": ""遇到。"", ""sent"": [""～隻～單。"", ""△～人㑚（僅）講三分話。""]}, {""expl"": ""任何，所有的（人和事）。"", ""sent"": [""～儂都講伊好。"", ""～乇（東西）都愛挃（要）。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x2gpjfuw8pb	xd37xrj474g	鞭	鞭	bieng55	xx5zkgjkmxe	bieng55		294	1	"[{""expl"": ""形狀細長的東西，用於驅使牲畜或打人。"", ""sent"": [""馬～。"", ""～～。""]}]"				2025-05-16 17:02:27	2025-05-16 17:02:27
x6y95f2qdvy	x66tej58vmx	峰	峰	hung55	xpny7zhzfax	hung55		241	7	"[{""expl"": ""山的突出的尖頂（多在地名中出現）。"", ""sent"": [""枕～。"", ""北～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xnmhseurntd	xduj796jmwt	逢儂百儂	逢儂百儂	hung53 neoyng53 bah24 neoyng53	xk5mhfjmzwq	hung21 neoyng21 mah55 neoyng53	xyj462e9c9m	241	14	"[{""expl"": ""泛指閑人、雜人、各色人等。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xdtxugnkctv	xk6d7usszuq	逢式	逢式	hung53 seik24	xertsq4q3vc	hung21 seik24	xhy64hu92kg	241	15	"[{""expl"": ""指任何點子、招數或洋相。"", ""sent"": [""伊去儂厝𡅏（人家家裏）大啼（哭）大罵，～都出了。"", ""評話《馬鐸一日君》“馬樂心想，此老～都有，儂家（我）心又急，他又有意不讓我更換衣衫，還拖到這裏來游花園，特意喚我吟詩聯對”。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xy2cfm9ss53	x5sa8k2bh25	渾化	渾化	hung53 hua213	xay8vhsfs3v	hung21 ngua213	x5t7n2nfynh	241	17	"[{""expl"": ""不仔細，不認真。"", ""sent"": [""做作業着（要）細膩，伓通（不要）～。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xg2fd96pttn	xuk5svzw79s	魂驚散去	魂驚散去	hung53 giang55 sang213 go0	xgg7rku58wa	hung53 giang55 sang213 ngo0	xa8ggnk3njh	241	19	"[{""expl"": ""形容恐懼萬分。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x4tekubyg8v	xgvhjh9q2sj	魂幡	魂幡	hung53 huang55	xje4kgmndp3	hung55 nguang55	xrmhxegtz78	241	20	"[{""expl"": ""招迎亡魂的幡。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xx8f8zppc9j	x4am34my3tw	魂魄	魂魄	hung53 pooyk24	xha86def4ur	hung21 pooyk24	xbk5rhbkser	241	21	"[{""expl"": ""迷信的人指附在人體內可以脫離人體存在的精神。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
xhpm2ubqfgc	xy5xvcnn3ds	鴻儒	鴻儒	hung53 y53	xyaujwq9wuy	hung33 y53	xtjds2rqv4n	241	22	"[{""expl"": ""指有才識的人。"", ""sent"": []}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x59ksda734f	xhfag575cvs	粉絲	粉絲	hung33 si55	xth4ds9qye2	hung21 ni55	xb9fx4pud6m	241	24	"[{""expl"": ""破碎得像細條似的（多指紡織品類的東西）。"", ""sent"": [""姆嬸兩隻（妯娌倆）昨暝（昨天）大相拍（撕打），衣裳都扯～去。"", ""汝布剪過幼去（太細了），都～了，{𣍐,儥}（不能）做拖把了。""]}]"	後字聲母不變，另見下條			2025-05-16 17:01:57	2025-05-16 17:01:57
x73cwpcmuxm	xhfag575cvs	粉絲	粉絲	hung33 si55	xth4ds9qye2	hung21 ni55	xb9fx4pud6m	241	25	"[{""expl"": ""用綠豆等的澱粉製成的線狀的食品。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xnnhxs36g34	xhw45hpa9fm	粉牌	粉牌	hung33 be53	xt95gvwsbey	hung21 me53	x4jcz73fdv7	241	26	"[{""expl"": ""水牌，臨時登記賬目或記事用的漆成白色或黑色的木板或薄鐵板。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xkhq94mr9h6	xjwfty5cpka	粉碎	粉碎	hung33 cooy213	x9tda4akgxz	hung55 cooy213	xxcsayrx72r	241	27	"[{""expl"": ""破碎得像粉末似的。"", ""sent"": [""杯杯拍（摔）～去。"", ""這大其石頭母扔過，玻璃{一,蜀}下就變粉粉碎碎去，粉粉碎拍（摔）{一,蜀}地兜，無辦法去掃。""]}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xt3tnqr9apf	xnjpeymqfr5	粉破	粉破	hung33 puai213	xdc85459nft	hung55 puai213	xqcpnayu3bp	241	28	"[{""expl"": ""因時間久或使用久而殘破，破的程度較嚴重。"", ""sent"": [""{這,者*}衣裳～去。""]}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xk7669jp2fh	x6jpj4pmn3h	粉扣	粉扣	hung33 kau213	xqemvs58bpz	hung55 kau213	xj4mwhhcq7n	242	1	"[{""expl"": ""粉皮，用綠豆、白薯等的澱粉製成的片狀的食品。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xwqkbejsdn4	xqyg536nyxv	粉粉	粉粉	hung33 hung33	xgecdvzzj72	hung33 hung33	xyhw4arhuy7	242	2	"[{""expl"": ""極細的顆粒，細末兒。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xnpgtermg5a	xx47rqrzaek	粉紅	粉紅	hung33 eoyng53	xyw8qvba9ga	hung21 ngeoyng53	xsrgbn7ksvj	242	3	"[{""expl"": ""紅和白合成的顏色。"", ""sent"": [""{這,者*}布是～其。"", ""{這,者*}{兒囝,伲囝}（孩子）面色{真,盡}好，粉粉紅紅其，野好看。""]}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
x7ekzvwqgvw	xvrfthhtr4c	粉散	粉散	hung33 sang213	xp2tzrxtscd	hung55 sang213	xg92vcjd8vd	242	4	"[{""expl"": ""破碎得像粉末且四下散落。"", ""sent"": [""杯杯摔牆𡅏，{一,蜀}下～去。""]}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xw6hwhha8r7	x5fhgprqsfd	粉乾	粉乾	hung33 gang55	xsmpfpmy9td	hung21 ngang55	xbmmygc6gcy	242	5	"[{""expl"": ""米做的食品。大米磨成漿，過濾後製成細條狀，多曬乾備用。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xjapxmtca6k	xngm7uq9fg8	粉*款	粉*款	hung33 kuang33	xd9kznug75u	hung24 nguang33	x95ub9av3sf	242	6	"[{""expl"": ""指示代詞，指示性質、狀態、方式、程度等，相當於北京話的“那樣”。"", ""sent"": [""～講話，乞儂聽會氣（讓人聽了生氣）。"", ""像茉莉～其香氣。"", ""着（要）總*款做，伓通（不要）～做。""]}]"		［補充註釋］當是合音詞。［其他發音］該詞發音多變，亦可說hyng24 nguang33、hyong24 nguang33、huong24 nguang33、hung53 nguang242等。民間有粉款、響款等寫法		2025-05-16 17:01:57	2025-05-16 17:01:57
xmcmryz9wej	xcaxpwuptu5	訓蒙齋	訓蒙齋	houng213 mung53 ze55	xmdsxnypafk	hung55 mung55 ze55	xgftuur28ux	242	7	"[{""expl"": ""舊時爲兒童啟蒙的私塾。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xaft7s2mm8k	xb75tp57f54	分數簿	分數簿	houng242 sou213 buo242	x6mfw2axjt9	hung21 nu53 wuo242	xjw58gczjab	242	8	"[{""expl"": ""記載考試成績的册子。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xtej8qvqf9b	xh8nxw4n7r7	分數	分數	houng242 sou213	xbpjcgu8y9u	hung53 nou213	xmksdsnaqtp	242	9	"[{""expl"": ""評定成績或勝負時所記的數字。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xb666php6mp	x4yefdt89zv	分單	分單	houng242 dang55	xmf5ms67aje	hung55 nang55	xft6vfkbhzf	242	10	"[{""expl"": ""=〖分數單〗hung21 nu55 lang55 成績單。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xuftut44ner	x53d8cx5z47	份頭	份頭	houng242 tau53	x2tjmz392q2	hung55 nau53	xuw4afpcbtv	242	11	"[{""expl"": ""集體送禮時各人分攤的錢。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xt4pdshfbrw	x8thn3b2232	食品	食品	sik5 ping33	xkbuf8ny26j	sik33 ping33	xw5ccz9fbf6	369	14	"[{""expl"": ""商店出售的經過一定加工製作的食物。"", ""sent"": []}]"				2025-05-16 17:03:23	2025-05-16 17:03:23
xvhmcy2fvds	xkbnm2z87xt	奉教堂	奉教堂	houng242 gau213 doung53	x2wespdzsnr	hung21 ngau55 loung53	xm2jegrtcrm	242	14	"[{""expl"": ""基督教徒舉行宗教儀式的教堂。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xhcsh3pgbm8	xqbbw6wnw5n	䱵鮐	䱵鮐	ung55 ti53	x8exg2uv4qj	ung55 ni53	x72nj2zwh62	242	15	"[{""expl"": ""一種海魚，體小，紡錘形。"", ""sent"": []}]"	鎓，廣韻東韻烏紅切：“魚名。”鮐，八音之字母：“魚仔”			2025-05-16 17:01:57	2025-05-16 17:01:57
xqeecb7gz53	xhadttnqa49	雲	雲	hung53	xu2hjdcaqx2	hung53		241	16	"[{""expl"": ""由水滴、冰晶聚集形成的在空中懸浮的物體。"", ""sent"": [""白～。"", ""烏～。"", ""起～了。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x36c3zcpkrp	xzjhu7s2wdb	魂	魂	hung53	xc4p8why6cz	hung53		241	18	"[{""expl"": ""魂靈。"", ""sent"": [""三～七魄。""]}, {""expl"": ""暈倒。"", ""sent"": [""看見刀囝就～去。""]}]"				2025-05-16 17:01:56	2025-05-16 17:01:56
x852hphtg9z	xahxb8whtrx	䱵鮐𩸞	䱵鮐鮭	ung55 ti53 gie53	xj8cpg5ahxw	ung55 ni55 ie53	x8pxcwg852w	242	16	"[{""expl"": ""海魚，比鎓鮐還小。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xthxwk9azyz	xz99e23wm5s	份	份	houng242	xaqy7zq4e5j	houng242		245	4	"[{""expl"": ""整體裏的一部分。"", ""sent"": [""汝各儂（你們）大食（吃），都無我～{呵,哦}？。"", ""許隻（那個）飯桶，秀才中無～，會中舉人？！。""]}, {""expl"": ""量詞。"", ""node"": [{""expl"": ""用於報刊、文件等。"", ""sent"": [""{一,蜀}～文件。""]}], ""sent"": []}]"				2025-09-14 10:11:05	2025-05-16 17:01:58
xchqcqs9bhr	xgys6zxs2un	塕塵	塕塵	ung55 ding53	x4w5x6aw22y	ung55 ning53	xmtf8d6w6ze	242	19	"[{""expl"": ""麈土，灰塵。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xepng5u4vsk	xqe7qxcjx7u	溫書	溫書	ung55 zy55	xd2bdpfwkrr	ung55 zy55	xqnehc49yy2	242	21	"[{""expl"": ""復習功課。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
xmvdrutbdzg	xfvs8rd48bf	溫泉	溫泉	ung55 zuong53	x8nmhy924ev	ung55 zuong53	xh737pvxs4r	242	22	"[{""expl"": ""溫度在當地年平均氣溫以上的泉水。福州溫泉資源豐富。"", ""sent"": []}]"				2025-05-16 17:01:57	2025-05-16 17:01:57
x3xxrec9dn3	xccf3x5f2ak	中醫	中醫	dyng55 i55	xh8n7b8j5fs	dyng55 ngi55	x8supfbe33q	246	1	"[{""expl"": ""中國固有的醫學（區別於“西醫”）。"", ""sent"": []}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
xmmq2mz4y53	xv8b2zevnt4	中午	中午	dyng55 ngu33	x9kjqwuhem9	dyng53 ngu33	x4qztx4grsd	246	2	"[{""expl"": ""⇨〖中晝〗doung53 nau213。"", ""sent"": []}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
xjqgyypyahj	x8vc2ncn2wj	中秋	中秋	dyng55 ciu55	xu6a9yft82m	dyng55 njiu55	xa46v6n45n7	246	3	"[{""expl"": ""⇨〖八月中秋〗beik21 nguok21 dyng55 njiu55。"", ""sent"": []}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
x4rg26qhz5y	xkcc4re5xcj	中秋餅	中秋餅	dyng55 ciu55 biang33	xytbxmg3mtz	dyng21 ciu53 biang33	xh9r7ezbqm3	246	4	"[{""expl"": ""月餅。"", ""sent"": []}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
x85tdxyjg55	xejf2hxjcpz	環環	環環	kuang53 kuang53	xrakq5qr2w7	kuang33 kuang53	xqcwbsv9pge	290	6	"[{""expl"": ""圈兒。"", ""sent"": [""畫～。""]}, {""expl"": ""閑游，隨便逛逛。"", ""sent"": [""汝去街做{什,世}乇？——無{事計,事際}，～兩下。""]}]"	後字聲母不變			2025-05-16 17:02:25	2025-05-16 17:02:25
xsq68mq8nwz	xk2uga6m9ux	千一	千一	cieng55 eik24	x76bruc2eb3	cieng53 ngeik24	xkj3g5au6qq	303	24	"[{""expl"": ""謔稱男女之間交朋友，談戀愛。"", ""sent"": [""伊兩隻（他倆）日日晡行出（天天晚上出去）～。""]}]"	另見下條			2025-05-16 17:02:34	2025-05-16 17:02:34
xe88pezkwtc	xk2uga6m9ux	千一	千一	cieng55 eik24	x76bruc2eb3	cieng53 eik24	xppwsve73ps	303	25	"[{""expl"": ""數目，一千一百。"", ""sent"": []}]"	後字聲母不變			2025-05-16 17:02:34	2025-05-16 17:02:34
xfesup5bqga	xba5a54zc7p	空	空	koung213	xpr7w3qer4e	koung213		245	2	"[{""expl"": ""虧空，資金不足。"", ""sent"": [""厝𡅏（家裏）野～。""]}]"	另見keoyng55、kooyng213			2025-05-16 17:01:58	2025-05-16 17:01:58
xgdg55jmjyw	xc4gdwv5en3	俊	俊	zoung213	xpn737q3qm6	zoung213		244	13	"[{""expl"": ""漂亮，好看。"", ""sent"": [""汝朋友生（長得）野～。"", ""{這,者*}丈夫囝（男孩）{真,盡}～。"", ""許塊布{真,盡}～。""]}, {""expl"": ""好，令人滿意。"", ""sent"": [""這架鐘野～。"", ""这雙鞋會～{𣍐,儥}？。"", ""我坐這邊恰（很）～。""]}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
xsfy27qr579	xtbattadgta	圳	圳	zoung213	x45new3nv8h	zoung213		244	12	"[{""expl"": ""溝渠。"", ""sent"": [""水～。""]}]"				2025-05-16 17:01:58	2025-05-16 17:01:58
